Compound_Id|Batch_No|Well_Id|Conc_uM|Rel_Cell_Count|Induction|Cluster_AKT_PI3K_MTOR|Cluster_Aurora|Cluster_BET|Cluster_DNA_Synthesis|Cluster_HDAC|Cluster_HSP90|Cluster_L/CH|Cluster_Protein_Synthesis|Cluster_Tubulin|Cluster_Uncoupling|Cluster_High|Cluster_Sim|Trivial_Name|Chiral|Smiles
280856|1|280856:01:03_30.00|30|91|19.9|10.9|14|0|59.6|0|27.5|13.2|0.1|6.9|0|DNA_Synth|59.6|Ammonium pyrrolidinedithiocarbamate, APDC|False|S=C(S)N1CCCC1
280858|1|280858:01:03_10.00|10|95|23.3|0|0|69.6|0|68.1|20.6|82.8|36|69.8|35.4|LCH|82.8|Pergolide methanesulfonate, propylergoline methanesulfonate|False|CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
280858|1|280858:01:03_30.00|30|106|33.2|0|0|48|0|45.4|24.3|68.7|24.1|52.8|21|LCH|68.7|Pergolide methanesulfonate, propylergoline methanesulfonate|False|CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
280859|1|280859:01:03_30.00|30|94|8.1|27.3|0|22.9|12.9|21.5|45.4|57.9|1.6|38.4|24|LCH|57.9|6(5H)-Phenanthridinone|False|Oc1nc2ccccc2c2ccccc12
280861|1|280861:01:10_03.00|3|99|21.1|0|0|79.1|0|78.8|29.6|85.8|58.9|76.1|51.2|LCH|85.8|Prochlorperazine dimaleate|False|CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
280863|1|280863:01:09_00.20|0.2|92|6|38|0|0|74.2|0|0|0|0|0|0|DNA_Synth|74.2|PD 169316|False|O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
280863|1|280863:01:09_02.00|2|96|5.7|34.6|0|0|58.2|0|0|8.8|0|0|0|DNA_Synth|58.2|PD 169316|False|O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
280863|1|280863:01:04_30.00|30|102|28.3|15.1|0|22.1|27.1|18.6|27.8|62.1|1.9|38.1|11.1|LCH|62.1|PD 169316|False|O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
280863|3|280863:03:05_10.00|10|98|37.5|28.2|0|33.2|7.6|36|39.5|72.6|16|44|31|LCH|72.6|PD 169316|False|O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
280864|1|280864:01:03_30.00|30|95|7.3|34.3|0|0|39.7|0|0|0|0|0|5.8|DNA_Synth|39.7|Paromomycin sulfate|False|NCC1OC(O[C@@H]2[C@H](O)C(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)O[C@@H]2CO)C(N)C(O)C1O
280865|1|280865:01:03_10.00|10|71|44.2|46.1|11.6|0|96|0|0|0|0|0|0|DNA_Synth|96|o-Phenanthroline|False|c1cnc2c(c1)ccc1cccnc12
280865|1|280865:01:03_30.00|30|68|44.2|43.7|17|0|96.1|0|0|0|0|0|0|DNA_Synth|96.1|o-Phenanthroline|False|c1cnc2c(c1)ccc1cccnc12
280865|3|280865:03:02_10.00|10|71|36.4|44.7|11.6|0|92.3|0|0|0|0|0|0|DNA_Synth|92.3|o-Phenanthroline|False|c1cnc2c(c1)ccc1cccnc12
280865|3|280865:03:02_30.00|30|70|41.1|47.2|5.6|0|93.2|0|0|0|0|0|0|DNA_Synth|93.2|o-Phenanthroline|False|c1cnc2c(c1)ccc1cccnc12
280865|3|280865:03:02_50.00|50|67|45.8|48|8.2|0|92.5|0|0|0|0|0|0|DNA_Synth|92.5|o-Phenanthroline|False|c1cnc2c(c1)ccc1cccnc12
280866|1|280866:01:03_10.00|10|89|70.5|0|0|87.7|0|86|14|86.6|54.1|77.2|64.2|BET|87.7|Paroxetine hydrochloride hemihydrate (MW = 374.83)|False|Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
280868|1|280868:01:03_30.00|30|102|9.3|48.9|0|0|32.7|0|0|0|0|0|0.6|AKT_PI3K_MTOR|48.9|Pyridostigmine bromide|False|CN(C)C(=O)Oc1ccc[n+](C)c1
280869|1|280869:01:03_30.00|30|108|8.8|0|22.6|33.1|0|43.7|44.6|24.1|30.6|29.4|7.8|HSP90|44.6|Psora-4|False|O=c1ccc2c(OCCCCc3ccccc3)c3ccoc3cc2o1
280871|1|280871:01:03_10.00|10|106|9|0|0|54.4|0|49.2|14.8|56.1|42.9|31.3|41.1|LCH|56.1|Quipazine, 6-nitro-, maleate|False|O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1
280871|1|280871:01:03_30.00|30|99|9.7|3.5|0|52.1|0|51.6|35.7|72.6|39.9|52.7|40.1|LCH|72.6|Quipazine, 6-nitro-, maleate|False|O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1
280872|1|280872:01:03_10.00|10|105|9.7|0|0|18.5|0|16.9|9.8|18.3|10.1|0|0|BET|18.5|Quinelorane dihydrochloride, LY-163,502|False|CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21
280874|1|280874:01:08_01.00|1|103|23.1|0|7|47.6|0|57.2|36.4|36.3|46.9|46.8|12.5|HDAC|57.2|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:08_03.00|3|102|25.2|0|0.3|39.2|0|43.3|33|26.3|54.8|44.2|29.7|Protein_Synth|54.8|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:09_10.00|10|100|35.8|0|0|28.6|0|30.9|26.6|55.3|22.7|34.3|0|LCH|55.3|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:03_10.00|10|96|33.9|0|0|57.6|0|59.9|17.7|75.5|41.1|58.2|19.6|LCH|75.5|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:09_30.00|30|87|66.3|0|0|66.5|0|66.2|14.7|92.2|37.5|60.8|34.5|LCH|92.2|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:03_30.00|30|83|66.3|0|0|56.7|0|57.8|22.8|83.6|37.7|55.5|27.9|LCH|83.6|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280874|1|280874:01:09_50.00|50|93|84.3|0|0|72.2|0|69|13.8|90.5|47.8|66.3|43.3|LCH|90.5|Quinidine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
280875|1|280875:01:09_30.00|30|85|48.5|0|0|46.1|0|49.4|31.4|65.5|34|50.7|23.6|LCH|65.5|Quinine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
280875|1|280875:01:03_30.00|30|91|18.8|0|11.4|14|1.8|11.8|29.4|30.8|27.5|26.3|0|LCH|30.8|Quinine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
280875|1|280875:01:09_50.00|50|81|57.5|0|0|61.7|0|63.3|24.8|84.2|37.1|60.2|31.2|LCH|84.2|Quinine sulfate|False|C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
280879|1|280879:01:04_30.00|30|85|54.2|1.7|0|64.8|0|66.1|30.7|89.6|39.6|58|48.1|LCH|89.6|Ritanserin|False|Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
280882|3|280882:03:09_01.00|1|83|33.3|12.6|26.9|0|41.7|0|22.1|7.5|0|0|0|DNA_Synth|41.7|Ro 41-0960|False|O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F
280882|3|280882:03:09_03.00|3|63|55.6|0|43.4|5.3|19.7|17.9|37.5|43.7|0.7|20|0|LCH|43.7|Ro 41-0960|False|O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F
280884|1|280884:01:03_10.00|10|96|5.9|0|0|41.5|0|39.9|0|69.9|0|42.4|18.3|LCH|69.9|Riluzole, Rilutek|False|Nc1nc2ccc(OC(F)(F)F)cc2s1
280884|1|280884:01:03_30.00|30|93|42.3|0|0|73.1|0|72.7|39.4|66.5|65.9|77|45.3|Tubulin|77|Riluzole, Rilutek|False|Nc1nc2ccc(OC(F)(F)F)cc2s1
280889|1|280889:01:04_30.00|30|102|6.6|0|0|75|0|67|4.8|70.2|52.1|64.3|49.6|BET|75|Ritodrine hydrochloride|False|C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1
280891|1|280891:01:03_30.00|30|103|9.8|0|0|41|0|43.1|57.1|42.8|39.9|53.4|32|HSP90|57.1|REV 5901|False|CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1
280894|1|280894:01:03_30.00|30|91|20.9|2.5|0|46|2.1|43.1|22.1|81.1|25.9|51.1|28.9|LCH|81.1|Ro 25-6981 hydrochloride|False|C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1
280896|1|280896:01:03_10.00|10|85|15|50.8|10|0|89.2|0|5.8|0|0|0|0|DNA_Synth|89.2|Roscovitine|False|CC[C@@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
280896|1|280896:01:03_30.00|30|62|40.2|20.8|48.9|0|83.3|0|38.1|0|0|0|0|DNA_Synth|83.3|Roscovitine|False|CC[C@@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
280897|7|280897:07:11_00.30|0.3|77|35.6|0|0|70.3|0|65.1|11.2|60.6|53.9|88.7|54.2|Tubulin|88.7|Rotenone|True|C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
280897|7|280897:07:06_01.00|1|55|51.5|0|1.8|76.7|0|75.9|28.7|61.1|56.9|93.5|52.8|Tubulin|93.5|Rotenone|True|C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
280897|7|280897:07:11_01.00|1|58|53.2|0|14.4|72.1|0|77.9|30|57.4|70|86.1|48.9|Tubulin|86.1|Rotenone|True|C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
280898|1|280898:01:03_30.00|30|91|13|9.4|0|57.5|0|58|37.8|82.1|46.1|59.8|55.3|LCH|82.1|Ro 8-4304|False|NC(=O)c1ccc(OCC(O)CN2CC=C(c3ccc(F)cc3)CC2)cc1
280901|1|280901:01:04_30.00|30|105|61.7|0|0|78.5|0|75.9|23.5|86.1|60.9|76.9|55.4|LCH|86.1|1-(1-Naphthyl)piperazine hydrochloride|False|c1ccc2c(N3CCNCC3)cccc2c1
280902|1|280902:01:03_10.00|10|95|6.6|0|0|46.3|0|40.6|16|72.8|11.1|50.7|19.5|LCH|72.8|Ketanserin tartrate, R 41468|False|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
280902|1|280902:01:03_30.00|30|103|43.2|0|0|55.2|0|59.6|30.3|77.7|31.2|56.8|18|LCH|77.7|Ketanserin tartrate, R 41468|False|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
280904|1|280904:01:03_10.00|10|95|11.9|0|0|56.4|0|55.1|31.3|67.4|24.5|57.6|31.1|LCH|67.4|PAPP, LY-165,163, p-Aminophenethyl-m-trifluoromethylphenyl piperazine|False|Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
280904|1|280904:01:03_30.00|30|101|45.4|0|0|62.4|0|63.2|47.6|71.7|42.9|66|37.6|LCH|71.7|PAPP, LY-165,163, p-Aminophenethyl-m-trifluoromethylphenyl piperazine|False|Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
280905|1|280905:01:03_30.00|30|97|10.5|0|0|57.4|0|60.2|38.2|70.3|43.5|59.8|30.1|LCH|70.3|Spiroxatrine, R 5188|False|O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
280907|1|280907:01:03_10.00|10|94|13.3|56.6|0|17.6|27|1.3|10.4|23.2|21.1|34.9|65.1|Uncoupler|65.1|(ñ)-6-Chloro-PB hydrobromide, (ñ)-SKF-81297 hydrobromide|False|Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
280907|1|280907:01:03_30.00|30|74|17.6|42.5|7.3|0|93.1|0|0|0|0|0|0|DNA_Synth|93.1|(ñ)-6-Chloro-PB hydrobromide, (ñ)-SKF-81297 hydrobromide|False|Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
280911|1|280911:01:03_30.00|30|95|16.6|0|0|79.8|0|74.9|25.3|81.3|59.2|78.7|52.9|LCH|81.3|SDZ-205,557 hydrochloride|False|CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC
280912|1|280912:01:04_10.00|10|99|15.7|4.4|0|0|0|5.1|21.2|0|33|0|0.8|Protein_Synth|33|SB 206553 hydrochloride|False|Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
280913|1|280913:01:03_10.00|10|61|12.4|36|0|23.5|26.9|17.1|28.4|46.6|13.9|37|37.2|LCH|46.6|SB-366791, Vanilloid receptor-1 antagonist|False|COc1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1
280913|1|280913:01:03_30.00|30|92|49.1|0.6|0|62.6|0|70.1|57.7|71.6|54.2|60.9|57.1|LCH|71.6|SB-366791, Vanilloid receptor-1 antagonist|False|COc1ccc(NC(=O)/C=C/c2ccc(Cl)cc2)cc1
280914|1|280914:01:03_30.00|30|91|16.9|10.5|8.1|0|35.5|0|17.1|16.9|3.8|4.4|0|DNA_Synth|35.5|Nitroprusside (disodium dihydrate)|False|N#C[Fe]C#N
280915|1|280915:01:04_30.00|30|100|21.6|0|0|56|0|49.4|38.6|52.6|37.5|80.9|31.9|Tubulin|80.9|SB 200646 hydrochloride|False|CN1CCc2cc(NC(=O)Nc3cccnc3)ccc21
280916|1|280916:01:03_30.00|30|99|7.6|0|0|48.2|0|56.2|55.9|55.2|33.4|55.9|18.7|HDAC|56.2|SB 204741|False|Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1
280917|1|280917:01:03_30.00|30|92|10.5|0|13.2|51.5|0|54.6|42|55.7|61.2|60.1|37.7|Protein_Synth|61.2|SB-215505|False|Cc1cc2c(cc1Cl)N(C(=O)Nc1ccnc3ccccc13)CC2
280918|1|280918:01:08_01.00|1|92|16.6|0|0|62.5|0|60.1|5.8|89.3|36.2|63.1|36.6|LCH|89.3|Cortexolone maleate|False|COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
280918|1|280918:01:08_03.00|3|96|37.7|0|0|72.8|0|71.9|9.9|96.9|39.8|65.4|44|LCH|96.9|Cortexolone maleate|False|COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
280918|1|280918:01:03_10.00|10|89|60.1|0|0|76.3|0|73.6|12.9|95.5|45.4|67.2|48|LCH|95.5|Cortexolone maleate|False|COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
280918|1|280918:01:03_30.00|30|90|81.3|0|0|76.9|0|76|24.3|87.8|53.5|71.3|55.1|LCH|87.8|Cortexolone maleate|False|COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)CC1
280921|1|280921:01:13_01.00|1|98|9.2|14|44.6|0|73.6|0|4.5|0|0|0|0|DNA_Synth|73.6|SU 9516|False|COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
280921|1|280921:01:08_02.00|2|90|28.8|31.1|40.2|0|87.1|0|0.8|0|0|0|0|DNA_Synth|87.1|SU 9516|False|COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
280921|1|280921:01:13_03.00|3|82|33.7|29.7|46.8|0|82.3|0|0|0|0|0|0|DNA_Synth|82.3|SU 9516|False|COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
280921|1|280921:01:04_10.00|10|56|45.3|16.8|63.8|0|78.8|0|4.5|0|0|0|0|DNA_Synth|78.8|SU 9516|False|COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
280921|1|280921:01:04_30.00|30|57|49.4|50.5|31.1|0|82.3|0|9.3|0|0|0|0|DNA_Synth|82.3|SU 9516|False|COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
280925|1|280925:01:03_10.00|10|94|34.7|0|0|79.2|0|78.7|17.7|79.5|52.8|69.7|66.1|LCH|79.5|DL-Stearoylcarnitine chloride|False|CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
280925|1|280925:01:03_30.00|30|92|33.2|2.3|0|63|0|63.3|38|64.4|61.8|65|69.7|Uncoupler|69.7|DL-Stearoylcarnitine chloride|False|CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
280926|1|280926:01:03_30.00|30|81|29.5|24.5|7|0|45.8|0|14|1.8|32.7|18.9|30.8|DNA_Synth|45.8|Spermidine trihydrochloride|False|NCCCCNCCCN
280929|1|280929:01:03_10.00|10|91|5|37.8|0|6.6|53|0|0|32.8|0|10.5|14.9|DNA_Synth|53|SKF 83959 hydrobromide|False|Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1
280929|1|280929:01:03_30.00|30|85|25.4|31.7|18.1|0|87.9|0|14.3|18.1|0|0|0|DNA_Synth|87.9|SKF 83959 hydrobromide|False|Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1
280934|1|280934:01:04_30.00|30|89|21.2|68|16.9|0|93.6|0|8.1|0|0|0|0|DNA_Synth|93.6|Spironolactone|False|CC(=O)SC1CC2=CC(=O)CC[C@]2(C)C2CC[C@@]3(C)C(CC[C@@]34CCC(=O)O4)C12
280935|1|280935:01:03_10.00|10|94|26.1|0|7.5|34|22.1|19.1|0|41.4|7.2|49.5|16.7|Tubulin|49.5|SB216763|False|Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21
280935|1|280935:01:03_30.00|30|80|67.5|0|7.8|51.3|0|43.6|31|57.6|43.2|73.4|32|Tubulin|73.4|SB216763|False|Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21
280936|1|280936:01:03_10.00|10|94|18.7|74.7|0|0|89.5|0|0|0|0|0|0|DNA_Synth|89.5|SB 415286|False|O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1
280936|1|280936:01:03_30.00|30|81|30.1|46.6|33.1|0|79.8|0|16.6|0|0|0|0|DNA_Synth|79.8|SB 415286|False|O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1
280941|1|280941:01:03_10.00|10|107|5.4|6.1|0|56|0|49|17.1|68.7|39.8|56.8|47.2|LCH|68.7|Albuterol hemisulfate, Salbutamol hemisulfate|False|CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
280941|1|280941:01:03_30.00|30|85|19.3|0|0|56.5|0|49.8|26.4|67.2|50.3|68.9|44.6|Tubulin|68.9|Albuterol hemisulfate, Salbutamol hemisulfate|False|CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
280942|1|280942:01:05_01.00|1|103|7.8|6.5|0|69.9|0|59.2|19.6|76.8|51.2|71.2|59.1|LCH|76.8|Salmeterol (xinafoate)|False|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
280942|1|280942:01:05_03.00|3|102|15.9|0|0|76.1|0|70|22|84.3|47.7|71.5|48.9|LCH|84.3|Salmeterol (xinafoate)|False|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
280942|1|280942:01:03_10.00|10|95|57.9|0|0|84.7|0|81.3|15.2|93.1|51.9|75|59.7|LCH|93.1|Salmeterol (xinafoate)|False|OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
280943|1|280943:01:03_30.00|30|97|23.7|20|0|15.9|0|11.7|56.4|37.2|11.7|33.7|13.2|HSP90|56.4|SB 222200|False|CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
280944|1|280944:01:03_10.00|10|96|48.7|0|0|82.2|0|79.5|9.8|93.9|51.4|69.6|51.7|LCH|93.9|SKF 95282 dimaleate, Zolantidine|False|c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1
280945|1|280945:01:04_10.00|10|95|9.2|71|0|0|41.8|0|48.3|10.3|10.8|0|33.4|AKT_PI3K_MTOR|71|SP600125,  Anthrapyrazolone|False|O=C1c2ccccc2-c2n[nH]c3cccc1c23
280945|1|280945:01:04_30.00|30|64|20.7|52.8|38|0|59.1|0|58.6|0|8.8|0|0|DNA_Synth|59.1|SP600125,  Anthrapyrazolone|False|O=C1c2ccccc2-c2n[nH]c3cccc1c23
280945|2|280945:02:04_10.00|10|95|27.3|82.1|0|0|71.9|0|25.9|0|0|0|19.5|AKT_PI3K_MTOR|82.1|SP600125,  Anthrapyrazolone|False|O=C1c2ccccc2-c2n[nH]c3cccc1c23
280945|5|280945:05:04_10.00|10|101|9.8|76.3|0|0|51.1|0|40|1.8|5.5|0|36.6|AKT_PI3K_MTOR|76.3|SP600125,  Anthrapyrazolone|False|O=C1c2ccccc2-c2n[nH]c3cccc1c23
280946|3|280946:03:06_01.00|1|71|36.3|10.8|0|6.7|26.3|4.4|28.1|27.4|25|21.1|0|HSP90|28.1|Sanguinarine chloride|False|C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
280947|1|280947:01:03_10.00|10|103|56.1|0|0|79.7|0|75.1|8.6|94.8|48.9|69.7|53.8|LCH|94.8|Sertraline hydrochloride|False|CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
280949|1|280949:01:03_30.00|30|91|28.7|33.2|0|29|6.3|30.8|42.9|73.3|3.4|38.7|31|LCH|73.3|SB 202190|False|Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
280949|2|280949:02:02_10.00|10|100|18.8|23|0|43.2|0|48|38.2|75.7|7|39.5|37|LCH|75.7|SB 202190|False|Oc1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
280950|1|280950:01:03_30.00|30|88|19.2|0|0|32.2|0|33.2|31.9|57.8|18.7|43.5|9.9|LCH|57.8|SB 269970 hydrochloride|False|CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1
280951|1|280951:01:04_30.00|30|94|38.9|0|0|79.2|0|74.4|33.5|78.6|61.6|85|61.2|Tubulin|85|Spiperone hydrochloride, R 5147 hydrochloride, Spiroperidol hydrochloride|False|O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
280954|1|280954:01:07_03.00|3|79|30.7|6.2|0|60.1|0|53.3|36|53|56.6|88|68.1|Tubulin|88|SKF-96365|False|COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
280954|1|280954:01:03_10.00|10|53|72.9|0|0|81|0|83.9|24.3|65.2|60.4|90|49|Tubulin|90|SKF-96365|False|COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
280956|1|280956:01:03_30.00|30|76|50.4|0|0|72.5|0|69.6|16.6|67.1|64.7|78.4|38.5|Tubulin|78.4|SB 205384|False|CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3
280958|1|280958:01:03_10.00|10|98|10.5|45.4|0|40.9|0|32.8|36.2|63.3|22.1|50.8|55.3|LCH|63.3|Semaxinib|False|Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
280958|1|280958:01:03_30.00|30|99|24.5|70.7|0|0|18.8|0|31.9|23.4|0|1.6|29.9|AKT_PI3K_MTOR|70.7|Semaxinib|False|Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
280959|1|280959:01:03_10.00|10|92|7.6|0.6|0|51.7|0|47.5|33.5|59.3|38|56.4|45.4|LCH|59.3|(-)-Scopolamine methyl bromide, Hyoscine methyl bromide|False|C[N+]1(C)C2CC(OC(=O)[C@H](CO)c3ccccc3)CC1C1OC12
280959|1|280959:01:03_30.00|30|99|10.4|0|0|74.4|0|65.6|25.6|79.2|48.4|77.4|53.1|LCH|79.2|(-)-Scopolamine methyl bromide, Hyoscine methyl bromide|False|C[N+]1(C)C2CC(OC(=O)[C@H](CO)c3ccccc3)CC1C1OC12
280960|1|280960:01:04_10.00|10|94|19.3|14.3|0|59.5|0|54.7|43.5|67.6|34.5|69.5|64.3|Tubulin|69.5|SU 4312|False|CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
280960|1|280960:01:04_30.00|30|79|80.3|0|0|78.1|0|75.5|40.8|74.8|64.1|86.1|53.7|Tubulin|86.1|SU 4312|False|CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
280961|1|280961:01:03_10.00|10|102|52.5|0|0|74.3|0|69.8|17.8|88.6|40.7|67.4|48.5|LCH|88.6|SR 59230A oxalate|False|CCc1ccccc1OC[C@@H](O)CN[C@H]1CCc2ccccc2C1
280962|1|280962:01:03_10.00|10|93|5|0|0|46.8|0|40.8|19.8|61.8|20.6|56.6|26.9|LCH|61.8|SB 218795|False|COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
280962|1|280962:01:03_30.00|30|100|32.6|0|0|41.3|0|44.9|40.1|63.5|27.1|49.4|17.9|LCH|63.5|SB 218795|False|COC(=O)[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1
280963|1|280963:01:03_30.00|30|94|5|0|0|48.4|0|51.6|31.3|59.7|29.6|51.7|14.5|LCH|59.7|SKF89976A (hydrochloride)|False|O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
280967|1|280967:01:09_02.00|2|101|9.5|36.3|25|0|53.4|0|15.1|0|0|0|0|DNA_Synth|53.4|SU6656|False|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
280967|1|280967:01:03_10.00|10|59|57.2|0|76.3|17.4|0|23.2|7.8|28.9|11.8|40.3|0|Aurora|76.3|SU6656|False|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
280967|1|280967:01:03_30.00|30|58|81.2|0|28.5|69.9|0|73.5|37.3|72|58.8|84.3|30.3|Tubulin|84.3|SU6656|False|CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2
